Literature,Cruise/Station,Latitude,Longitude,Mesh size (µm),Test size (µm),Depth (m),Spinose,Symbiosis,abundance_m3,biomass_Frail_mmol_m3,biomass_Schiebel_mmol_m3,prop
"Schmuker and Schiebel, 2002",M35/1-4,14.411666666666669,-61.62833333333333,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-4,14.411666666666669,-61.62833333333333,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-4,14.411666666666669,-61.62833333333333,100,NA,100,Yes,Yes,26,6.925346916859737e-4,0.0018308333333333334,0.5485232067510548
"Schmuker and Schiebel, 2002",M35/1-43,17.645,-79.15166666666667,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-43,17.645,-79.15166666666667,100,NA,100,No,Yes,23.6,6.286084124534222e-4,0.0016618333333333335,0.2118491921005386
"Schmuker and Schiebel, 2002",M35/1-43,17.645,-79.15166666666667,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-43,17.645,-79.15166666666667,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-43,17.645,-79.15166666666667,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-43,17.645,-79.15166666666667,100,NA,100,Yes,Yes,87.8,0.0023386363819241722,0.006182583333333333,0.7881508078994613
"Schmuker and Schiebel, 2002",M35/1-5,15.453333333333331,-62.23166666666667,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-5,15.453333333333331,-62.23166666666667,100,NA,100,No,Yes,84.80000000000001,0.0022587285328834836,0.005971333333333334,0.4796380090497738
"Schmuker and Schiebel, 2002",M35/1-5,15.453333333333331,-62.23166666666667,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-5,15.453333333333331,-62.23166666666667,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-5,15.453333333333331,-62.23166666666667,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-5,15.453333333333331,-62.23166666666667,100,NA,100,Yes,Yes,91.99999999999999,0.002450507370581137,0.0064783333333333325,0.5203619909502262
"Schmuker and Schiebel, 2002",M35/1-6,16.418333333333333,-62.45333333333333,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-6,16.418333333333333,-62.45333333333333,100,NA,100,No,Yes,37.4,9.961845180405928e-4,0.0026335833333333333,0.6702508960573477
"Schmuker and Schiebel, 2002",M35/1-6,16.418333333333333,-62.45333333333333,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-6,16.418333333333333,-62.45333333333333,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-6,16.418333333333333,-62.45333333333333,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-6,16.418333333333333,-62.45333333333333,100,NA,100,Yes,Yes,18.4,4.901014741162275e-4,0.0012956666666666665,0.32974910394265233
"Schmuker and Schiebel, 2002",M35/1-7,17.466666666666665,-64.23166666666667,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-7,17.466666666666665,-64.23166666666667,100,NA,100,No,Yes,16.8,4.4748395462785993e-4,0.001183,0.3230769230769231
"Schmuker and Schiebel, 2002",M35/1-7,17.466666666666665,-64.23166666666667,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-7,17.466666666666665,-64.23166666666667,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-7,17.466666666666665,-64.23166666666667,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-7,17.466666666666665,-64.23166666666667,100,NA,100,Yes,Yes,35.2,9.375854287440874e-4,0.0024786666666666668,0.676923076923077
"Schmuker and Schiebel, 2002",M35/1-9,18.95,-63.73166666666667,100,NA,100,No,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-9,18.95,-63.73166666666667,100,NA,100,No,Yes,9.2,2.4505073705811373e-4,6.478333333333333e-4,0.22885572139303478
"Schmuker and Schiebel, 2002",M35/1-9,18.95,-63.73166666666667,100,NA,100,Undetermined,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-9,18.95,-63.73166666666667,100,NA,100,Yes,No,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-9,18.95,-63.73166666666667,100,NA,100,Yes,Undetermined,0,0,0,0
"Schmuker and Schiebel, 2002",M35/1-9,18.95,-63.73166666666667,100,NA,100,Yes,Yes,31,8.257144400871224e-4,0.0021829166666666668,0.7711442786069651
"Sousa et al., 2014",7109,-24.466,-43.75783333333333,63 ,NA,100,No,No,0,0,0,0
"Sousa et al., 2014",7109,-24.466,-43.75783333333333,63 ,NA,100,No,Yes,0.21095110334076222,5.618882973573489e-6,1.4854473526912006e-5,0.04505337534520952
"Sousa et al., 2014",7109,-24.466,-43.75783333333333,63 ,NA,100,Undetermined,Undetermined,0,0,0,0
"Sousa et al., 2014",7109,-24.466,-43.75783333333333,63 ,NA,100,Yes,No,0.2977133947959081,7.929879002914182e-6,2.0963984883545194e-5,0.06358342340295686
"Sousa et al., 2014",7109,-24.466,-43.75783333333333,63 ,NA,100,Yes,Undetermined,0,0,0,0
"Sousa et al., 2014",7109,-24.466,-43.75783333333333,63 ,NA,100,Yes,Yes,4.173584095323985,1.1116737594925689e-4,2.938898800457306e-4,0.8913632012518337
"Sousa et al., 2014",7110,-24.150333333333332,-43.884,63 ,NA,100,No,No,0,0,0,0
"Sousa et al., 2014",7110,-24.150333333333332,-43.884,63 ,NA,100,No,Yes,0.2455660843688957,6.540885866420961e-6,1.7291945107643074e-5,0.037381531897125855
"Sousa et al., 2014",7110,-24.150333333333332,-43.884,63 ,NA,100,Undetermined,Undetermined,0,0,0,0
"Sousa et al., 2014",7110,-24.150333333333332,-43.884,63 ,NA,100,Yes,No,0.4877895518761675,1.2992737958315419e-5,3.43485142779468e-5,0.07425423074772661
"Sousa et al., 2014",7110,-24.150333333333332,-43.884,63 ,NA,100,Yes,Undetermined,0,0,0,0
"Sousa et al., 2014",7110,-24.150333333333332,-43.884,63 ,NA,100,Yes,Yes,5.835826307520502,1.5544277586967712e-4,4.1093943582123536e-4,0.8883642373551476
"Sousa et al., 2014",7120,-24.329166666666666,-43.03333333333333,63 ,NA,100,No,No,0,0,0,0
"Sousa et al., 2014",7120,-24.329166666666666,-43.03333333333333,63 ,NA,100,No,Yes,1.1170720363108555,2.9754274548367734e-5,7.866048922355607e-5,0.056846385714666624
"Sousa et al., 2014",7120,-24.329166666666666,-43.03333333333333,63 ,NA,100,Undetermined,Undetermined,0,0,0,0
"Sousa et al., 2014",7120,-24.329166666666666,-43.03333333333333,63 ,NA,100,Yes,No,2.033239181098095,5.415725651560042e-5,1.4317392566899086e-4,0.10346897512589003
"Sousa et al., 2014",7120,-24.329166666666666,-43.03333333333333,63 ,NA,100,Yes,Undetermined,0,0,0,0
"Sousa et al., 2014",7120,-24.329166666666666,-43.03333333333333,63 ,NA,100,Yes,Yes,16.500402231953686,4.395038835538691e-4,0.0011619033238334053,0.8396846391594434
"Sousa et al., 2014",7121,-24.024833333333333,-43.166,63 ,NA,100,No,No,0,0,0,0
"Sousa et al., 2014",7121,-24.024833333333333,-43.166,63 ,NA,100,No,Yes,0.16233766233766234,4.324017805232103e-6,1.1431277056277056e-5,0.0668526473562295
"Sousa et al., 2014",7121,-24.024833333333333,-43.166,63 ,NA,100,Undetermined,Undetermined,0,0,0,0
"Sousa et al., 2014",7121,-24.024833333333333,-43.166,63 ,NA,100,Yes,No,0.16233766233766234,4.324017805232103e-6,1.1431277056277056e-5,0.0668526473562295
"Sousa et al., 2014",7121,-24.024833333333333,-43.166,63 ,NA,100,Yes,Undetermined,0,0,0,0
"Sousa et al., 2014",7121,-24.024833333333333,-43.166,63 ,NA,100,Yes,Yes,2.1036153826863977,5.603179347979215e-5,1.481295831975005e-4,0.8662947052875409
"Sousa et al., 2014",7142,-23.613166666666668,-41.784333333333336,63 ,NA,100,No,No,0,0,0,0
"Sousa et al., 2014",7142,-23.613166666666668,-41.784333333333336,63 ,NA,100,No,Yes,0,0,0,0
"Sousa et al., 2014",7142,-23.613166666666668,-41.784333333333336,63 ,NA,100,Undetermined,Undetermined,0,0,0,0
"Sousa et al., 2014",7142,-23.613166666666668,-41.784333333333336,63 ,NA,100,Yes,No,0.43500308529864884,1.1586720290759502e-5,3.063146725644652e-5,0.1501306912236155
"Sousa et al., 2014",7142,-23.613166666666668,-41.784333333333336,63 ,NA,100,Yes,Undetermined,0,0,0,0
"Sousa et al., 2014",7142,-23.613166666666668,-41.784333333333336,63 ,NA,100,Yes,Yes,2.4624929679948364,6.559083878343008e-5,1.7340054649630306e-4,0.8498693087763844
"Sousa et al., 2014",7144,-24.234666666666666,-41.522333333333336,63 ,NA,100,No,No,0,0,0,0
"Sousa et al., 2014",7144,-24.234666666666666,-41.522333333333336,63 ,NA,100,No,Yes,1.9839492030331056,5.2844371140121725e-5,1.3970308971358118e-4,0.16209947077098066
"Sousa et al., 2014",7144,-24.234666666666666,-41.522333333333336,63 ,NA,100,Undetermined,Undetermined,0,0,0,0
"Sousa et al., 2014",7144,-24.234666666666666,-41.522333333333336,63 ,NA,100,Yes,No,0.7048633826036383,1.8774705590467046e-5,4.9634129858339535e-5,0.057591182834325044
"Sousa et al., 2014",7144,-24.234666666666666,-41.522333333333336,63 ,NA,100,Yes,Undetermined,0,0,0,0
"Sousa et al., 2014",7144,-24.234666666666666,-41.522333333333336,63 ,NA,100,Yes,Yes,9.550272425541932,2.543805757592207e-4,6.724983499652444e-4,0.7803093463946942
"Sousa et al., 2014",7154,-23.582333333333334,-41.01583333333333,63 ,NA,100,No,No,0,0,0,0
"Sousa et al., 2014",7154,-23.582333333333334,-41.01583333333333,63 ,NA,100,No,Yes,0.608237808838007,1.620099166982236e-5,4.283007903900966e-5,0.04279076775374918
"Sousa et al., 2014",7154,-23.582333333333334,-41.01583333333333,63 ,NA,100,Undetermined,Undetermined,0,0,0,0
"Sousa et al., 2014",7154,-23.582333333333334,-41.01583333333333,63 ,NA,100,Yes,No,0.9615273885536764,2.561119513767845e-5,6.770755361065471e-5,0.06764540871122891
"Sousa et al., 2014",7154,-23.582333333333334,-41.01583333333333,63 ,NA,100,Yes,Undetermined,0,0,0,0
"Sousa et al., 2014",7154,-23.582333333333334,-41.01583333333333,63 ,NA,100,Yes,Yes,12.644464664953222,3.3679732454913725e-4,8.903810534904561e-4,0.8895638235350218
"Sousa et al., 2014",7165,-23.284166666666668,-40.37,63 ,NA,100,No,No,0,0,0,0
"Sousa et al., 2014",7165,-23.284166666666668,-40.37,63 ,NA,100,No,Yes,0.6166283384088461,1.642448139326171e-5,4.3420912162956246e-5,0.06630268235075573
"Sousa et al., 2014",7165,-23.284166666666668,-40.37,63 ,NA,100,Undetermined,Undetermined,0,0,0,0
"Sousa et al., 2014",7165,-23.284166666666668,-40.37,63 ,NA,100,Yes,No,0.8132515737040351,2.166172799454834e-5,5.726646498165914e-5,0.08744450652671674
"Sousa et al., 2014",7165,-23.284166666666668,-40.37,63 ,NA,100,Yes,Undetermined,0,0,0,0
"Sousa et al., 2014",7165,-23.284166666666668,-40.37,63 ,NA,100,Yes,Yes,7.870322078912867,2.0963350286112435e-4,5.542018463901144e-4,0.8462528111225276
"Taylor et al., 2018",SO202/1_02-5,46.9681,156.9804,55,NA,150,No,No,4.960000000000001,1.321143104139396e-4,3.4926666666666674e-4,0.7560975609756098
"Taylor et al., 2018",SO202/1_02-5,46.9681,156.9804,55,NA,150,No,Yes,0.32,8.523503897673522e-6,2.2533333333333333e-5,0.04878048780487804
"Taylor et al., 2018",SO202/1_02-5,46.9681,156.9804,55,NA,150,Undetermined,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_02-5,46.9681,156.9804,55,NA,150,Yes,No,1.28,3.409401559069409e-5,9.013333333333333e-5,0.19512195121951215
"Taylor et al., 2018",SO202/1_02-5,46.9681,156.9804,55,NA,150,Yes,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_02-5,46.9681,156.9804,55,NA,150,Yes,Yes,0,0,0,0
"Taylor et al., 2018",SO202/1_10-4,52.743,179.8487,55,NA,150,No,No,7.92,2.1095672146741965e-4,5.577e-4,0.540983606557377
"Taylor et al., 2018",SO202/1_10-4,52.743,179.8487,55,NA,150,No,Yes,0,0,0,0
"Taylor et al., 2018",SO202/1_10-4,52.743,179.8487,55,NA,150,Undetermined,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_10-4,52.743,179.8487,55,NA,150,Yes,No,6.72,1.7899358185114394e-4,4.7319999999999996e-4,0.4590163934426229
"Taylor et al., 2018",SO202/1_10-4,52.743,179.8487,55,NA,150,Yes,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_10-4,52.743,179.8487,55,NA,150,Yes,Yes,0,0,0,0
"Taylor et al., 2018",SO202/1_13-3,54.9786,177.9573,55,NA,150,No,No,11.279999999999998,3.004535123929916e-4,7.942999999999998e-4,0.5174311926605504
"Taylor et al., 2018",SO202/1_13-3,54.9786,177.9573,55,NA,150,No,Yes,0.88,2.3439635718602184e-5,6.196666666666666e-5,0.04036697247706422
"Taylor et al., 2018",SO202/1_13-3,54.9786,177.9573,55,NA,150,Undetermined,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_13-3,54.9786,177.9573,55,NA,150,Yes,No,9.64,2.5677055491741483e-4,6.788166666666667e-4,0.4422018348623854
"Taylor et al., 2018",SO202/1_13-3,54.9786,177.9573,55,NA,150,Yes,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_13-3,54.9786,177.9573,55,NA,150,Yes,Yes,0,0,0,0
"Taylor et al., 2018",SO202/1_14-4,56.7869,178.8242,55,NA,150,No,No,23.08,6.147577186197027e-4,0.0016252166666666666,0.665513264129181
"Taylor et al., 2018",SO202/1_14-4,56.7869,178.8242,55,NA,150,No,Yes,0,0,0,0
"Taylor et al., 2018",SO202/1_14-4,56.7869,178.8242,55,NA,150,Undetermined,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_14-4,56.7869,178.8242,55,NA,150,Yes,No,11.6,3.0897701629066515e-4,8.168333333333333e-4,0.3344867358708189
"Taylor et al., 2018",SO202/1_14-4,56.7869,178.8242,55,NA,150,Yes,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_14-4,56.7869,178.8242,55,NA,150,Yes,Yes,0,0,0,0
"Taylor et al., 2018",SO202/1_15-3,59.5125,-179.8504,55,NA,50-150,No,No,1.12,2.983226364185733e-5,7.886666666666667e-5,0.6511627906976745
"Taylor et al., 2018",SO202/1_15-3,59.5125,-179.8504,55,NA,50-150,No,Yes,0.16,4.261751948836761e-6,1.1266666666666667e-5,0.09302325581395349
"Taylor et al., 2018",SO202/1_15-3,59.5125,-179.8504,55,NA,50-150,Undetermined,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_15-3,59.5125,-179.8504,55,NA,50-150,Yes,No,0.43999999999999995,1.171981785930109e-5,3.098333333333333e-5,0.25581395348837205
"Taylor et al., 2018",SO202/1_15-3,59.5125,-179.8504,55,NA,50-150,Yes,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_15-3,59.5125,-179.8504,55,NA,50-150,Yes,Yes,0,0,0,0
"Taylor et al., 2018",SO202/1_27-4,54.2969,-149.5965,55,NA,150,No,No,41.24,0.0010984665648126751,0.0029039833333333333,0.5420609884332283
"Taylor et al., 2018",SO202/1_27-4,54.2969,-149.5965,55,NA,150,No,Yes,2.4800000000000004,6.60571552069698e-5,1.7463333333333337e-4,0.032597266035751846
"Taylor et al., 2018",SO202/1_27-4,54.2969,-149.5965,55,NA,150,Undetermined,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_27-4,54.2969,-149.5965,55,NA,150,Yes,No,32.36,8.619393316522349e-4,0.0022786833333333333,0.42534174553102
"Taylor et al., 2018",SO202/1_27-4,54.2969,-149.5965,55,NA,150,Yes,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_27-4,54.2969,-149.5965,55,NA,150,Yes,Yes,0,0,0,0
"Taylor et al., 2018",SO202/1_31-2,49.6773,-152.5469,55,NA,150,No,No,3.68,9.80202948232455e-5,2.5913333333333336e-4,0.3285714285714286
"Taylor et al., 2018",SO202/1_31-2,49.6773,-152.5469,55,NA,150,No,Yes,2.36,6.286084124534222e-5,1.6618333333333333e-4,0.21071428571428572
"Taylor et al., 2018",SO202/1_31-2,49.6773,-152.5469,55,NA,150,Undetermined,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_31-2,49.6773,-152.5469,55,NA,150,Yes,No,5.16,1.3744150034998554e-4,3.6335e-4,0.46071428571428574
"Taylor et al., 2018",SO202/1_31-2,49.6773,-152.5469,55,NA,150,Yes,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_31-2,49.6773,-152.5469,55,NA,150,Yes,Yes,0,0,0,0
"Taylor et al., 2018",SO202/1_33-2,45.084,-174.1406,55,NA,50,No,No,1.76,4.687927143720437e-5,1.2393333333333333e-4,0.1208791208791209
"Taylor et al., 2018",SO202/1_33-2,45.084,-174.1406,55,NA,50,No,Yes,1.28,3.409401559069409e-5,9.013333333333333e-5,0.08791208791208792
"Taylor et al., 2018",SO202/1_33-2,45.084,-174.1406,55,NA,50,Undetermined,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_33-2,45.084,-174.1406,55,NA,50,Yes,No,11.52,3.068461403162468e-4,8.112e-4,0.7912087912087913
"Taylor et al., 2018",SO202/1_33-2,45.084,-174.1406,55,NA,50,Yes,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_33-2,45.084,-174.1406,55,NA,50,Yes,Yes,0,0,0,0
"Taylor et al., 2018",SO202/1_34-2,40.8898,-177.6767,55,NA,150,No,No,12.440000000000001,3.313512140220582e-4,8.759833333333334e-4,0.40974967061923584
"Taylor et al., 2018",SO202/1_34-2,40.8898,-177.6767,55,NA,150,No,Yes,12.84,3.4200559389415005e-4,9.041499999999999e-4,0.4229249011857707
"Taylor et al., 2018",SO202/1_34-2,40.8898,-177.6767,55,NA,150,Undetermined,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_34-2,40.8898,-177.6767,55,NA,150,Yes,No,2.92,7.777697306627088e-5,2.0561666666666666e-4,0.09617918313570487
"Taylor et al., 2018",SO202/1_34-2,40.8898,-177.6767,55,NA,150,Yes,Undetermined,0,0,0,0
"Taylor et al., 2018",SO202/1_34-2,40.8898,-177.6767,55,NA,150,Yes,Yes,2.16,5.7533651309296277e-5,1.521e-4,0.07114624505928853
"Tolderlund and Bé, 1971",Bermuda,32.1,-64.65,200,NA,300,No,No,0.387,1.0308112526248915e-5,2.725125e-5,0.11130284728213977
"Tolderlund and Bé, 1971",Bermuda,32.1,-64.65,200,NA,300,No,Yes,0.357,9.509034035842023e-6,2.5138749999999997e-5,0.10267471958584985
"Tolderlund and Bé, 1971",Bermuda,32.1,-64.65,200,NA,300,Undetermined,Undetermined,0,0,0,0
"Tolderlund and Bé, 1971",Bermuda,32.1,-64.65,200,NA,300,Yes,No,0.459,1.2225900903225458e-5,3.232125e-5,0.13201035375323555
"Tolderlund and Bé, 1971",Bermuda,32.1,-64.65,200,NA,300,Yes,Undetermined,0,0,0,0
"Tolderlund and Bé, 1971",Bermuda,32.1,-64.65,200,NA,300,Yes,Yes,2.274,6.0570149572842465e-5,1.601275e-4,0.6540120793787747
"Tolderlund and Bé, 1971",Bravo,56.5,-51,200,NA,300,No,No,1.9180000000000001,5.108775148668068e-5,1.3505916666666667e-4,0.6404006677796328
"Tolderlund and Bé, 1971",Bravo,56.5,-51,200,NA,300,No,Yes,0,0,0,0
"Tolderlund and Bé, 1971",Bravo,56.5,-51,200,NA,300,Undetermined,Undetermined,0,0,0,0
"Tolderlund and Bé, 1971",Bravo,56.5,-51,200,NA,300,Yes,No,1.077,2.8686917805607444e-5,7.583875e-5,0.3595993322203673
"Tolderlund and Bé, 1971",Bravo,56.5,-51,200,NA,300,Yes,Undetermined,0,0,0,0
"Tolderlund and Bé, 1971",Bravo,56.5,-51,200,NA,300,Yes,Yes,0,0,0,0
"Tolderlund and Bé, 1971",Charlie,52.75,-35.5,200,NA,300,No,No,1.6809999999999998,4.477503141246621e-5,1.1837041666666666e-4,0.30591446769790714
"Tolderlund and Bé, 1971",Charlie,52.75,-35.5,200,NA,300,No,Yes,0,0,0,0
"Tolderlund and Bé, 1971",Charlie,52.75,-35.5,200,NA,300,Undetermined,Undetermined,0,0,0,0
"Tolderlund and Bé, 1971",Charlie,52.75,-35.5,200,NA,300,Yes,No,3.814,1.0158951208039628e-4,2.6856916666666666e-4,0.6940855323020928
"Tolderlund and Bé, 1971",Charlie,52.75,-35.5,200,NA,300,Yes,Undetermined,0,0,0,0
"Tolderlund and Bé, 1971",Charlie,52.75,-35.5,200,NA,300,Yes,Yes,0,0,0,0
"Tolderlund and Bé, 1971",Delta,44,-41,200,NA,300,No,No,0.341,9.082858840958348e-6,2.4012083333333333e-5,0.0986975397973951
"Tolderlund and Bé, 1971",Delta,44,-41,200,NA,300,No,Yes,0.572,1.5235763217091418e-5,4.027833333333333e-5,0.16555716353111433
"Tolderlund and Bé, 1971",Delta,44,-41,200,NA,300,Undetermined,Undetermined,0,0,0,0
"Tolderlund and Bé, 1971",Delta,44,-41,200,NA,300,Yes,No,1.722,4.5867105349355636e-5,1.212575e-4,0.49840810419681625
"Tolderlund and Bé, 1971",Delta,44,-41,200,NA,300,Yes,Undetermined,0,0,0,0
"Tolderlund and Bé, 1971",Delta,44,-41,200,NA,300,Yes,Yes,0.82,2.1841478737788398e-5,5.774166666666666e-5,0.23733719247467439
"Tolderlund and Bé, 1971",Echo,35,-48,200,NA,300,No,No,0.286,7.617881608545709e-6,2.0139166666666665e-5,0.09377049180327869
"Tolderlund and Bé, 1971",Echo,35,-48,200,NA,300,No,Yes,0.472,1.2572168249068445e-5,3.3236666666666666e-5,0.15475409836065573
"Tolderlund and Bé, 1971",Echo,35,-48,200,NA,300,Undetermined,Undetermined,0,0,0,0
"Tolderlund and Bé, 1971",Echo,35,-48,200,NA,300,Yes,No,1.03,2.7435028170636648e-5,7.252916666666667e-5,0.3377049180327869
"Tolderlund and Bé, 1971",Echo,35,-48,200,NA,300,Yes,Undetermined,0,0,0,0
"Tolderlund and Bé, 1971",Echo,35,-48,200,NA,300,Yes,Yes,1.262,3.361456849644995e-5,8.886583333333334e-5,0.41377049180327874
"Ufkes et al., 1998",N10,-2.066666666666667,1.3233333333333333,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N10,-2.066666666666667,1.3233333333333333,50,NA,150,No,Yes,0,0,0,0
"Ufkes et al., 1998",N10,-2.066666666666667,1.3233333333333333,50,NA,150,Undetermined,Undetermined,6.67,1.7766178436713246e-4,4.6967916666666666e-4,0.05032822757111597
"Ufkes et al., 1998",N10,-2.066666666666667,1.3233333333333333,50,NA,150,Yes,No,0,0,0,0
"Ufkes et al., 1998",N10,-2.066666666666667,1.3233333333333333,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N10,-2.066666666666667,1.3233333333333333,50,NA,150,Yes,Yes,125.86000000000001,0.0033524006267537172,0.008862641666666667,0.9496717724288841
"Ufkes et al., 1998",N11,-4.286666666666667,6.011666666666667,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N11,-4.286666666666667,6.011666666666667,50,NA,150,No,Yes,3.7079999999999997,9.876610141429193e-5,2.61105e-4,0.21347150259067355
"Ufkes et al., 1998",N11,-4.286666666666667,6.011666666666667,50,NA,150,Undetermined,Undetermined,2.07,5.513641583807559e-5,1.457625e-4,0.11917098445595853
"Ufkes et al., 1998",N11,-4.286666666666667,6.011666666666667,50,NA,150,Yes,No,1.5479999999999998,4.1232450104995655e-5,1.0900499999999999e-4,0.08911917098445594
"Ufkes et al., 1998",N11,-4.286666666666667,6.011666666666667,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N11,-4.286666666666667,6.011666666666667,50,NA,150,Yes,Yes,10.044,2.675314785882277e-4,7.07265e-4,0.5782383419689119
"Ufkes et al., 1998",N12,-5.18,7.961666666666667,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N12,-5.18,7.961666666666667,50,NA,150,No,Yes,1.9360000000000002,5.156719858092481e-5,1.3632666666666668e-4,0.25287356321839083
"Ufkes et al., 1998",N12,-5.18,7.961666666666667,50,NA,150,Undetermined,Undetermined,0.616,1.6407745003021528e-5,4.337666666666667e-5,0.08045977011494253
"Ufkes et al., 1998",N12,-5.18,7.961666666666667,50,NA,150,Yes,No,0.648,1.726009539278888e-5,4.563e-5,0.08463949843260188
"Ufkes et al., 1998",N12,-5.18,7.961666666666667,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N12,-5.18,7.961666666666667,50,NA,150,Yes,Yes,4.456,1.186897917751038e-4,3.137766666666667e-4,0.5820271682340648
"Ufkes et al., 1998",N14,-3.4966666666666666,9.695,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N14,-3.4966666666666666,9.695,50,NA,150,No,Yes,3.075,8.19055452667065e-5,2.1653125e-4,0.12732919254658387
"Ufkes et al., 1998",N14,-3.4966666666666666,9.695,50,NA,150,Undetermined,Undetermined,0,0,0,0
"Ufkes et al., 1998",N14,-3.4966666666666666,9.695,50,NA,150,Yes,No,0,0,0,0
"Ufkes et al., 1998",N14,-3.4966666666666666,9.695,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N14,-3.4966666666666666,9.695,50,NA,150,Yes,Yes,21.075,5.613526395108421e-4,0.0014840312499999999,0.8726708074534162
"Ufkes et al., 1998",N15,-4.2,10.001666666666669,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N15,-4.2,10.001666666666669,50,NA,150,No,Yes,3.255,8.670001620914785e-5,2.2920624999999998e-4,0.17203107658157601
"Ufkes et al., 1998",N15,-4.2,10.001666666666669,50,NA,150,Undetermined,Undetermined,0.9240000000000002,2.46116175045323e-5,6.506500000000001e-5,0.04883462819089901
"Ufkes et al., 1998",N15,-4.2,10.001666666666669,50,NA,150,Yes,No,0,0,0,0
"Ufkes et al., 1998",N15,-4.2,10.001666666666669,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N15,-4.2,10.001666666666669,50,NA,150,Yes,Yes,14.741999999999999,3.92667170185947e-4,0.0010380825,0.779134295227525
"Ufkes et al., 1998",N17,-6.825,7.796666666666667,50,NA,150,No,No,0,0,0,0
"Ufkes et al., 1998",N17,-6.825,7.796666666666667,50,NA,150,No,Yes,2.7649999999999997,7.364840086583526e-5,1.947020833333333e-4,0.6056955093099672
"Ufkes et al., 1998",N17,-6.825,7.796666666666667,50,NA,150,Undetermined,Undetermined,0,0,0,0
"Ufkes et al., 1998",N17,-6.825,7.796666666666667,50,NA,150,Yes,No,0,0,0,0
"Ufkes et al., 1998",N17,-6.825,7.796666666666667,50,NA,150,Yes,Undetermined,0,0,0,0
"Ufkes et al., 1998",N17,-6.825,7.796666666666667,50,NA,150,Yes,Yes,1.8,4.794470942441356e-5,1.2675e-4,0.3943044906900329
"Ufkes et al., 1998",N19,-6.043333333333333,9.958333333333334,50,NA,150,No,No,0,0,0,0
